date,region,course,off,race_name,race_type,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2023-01-04,GB,Kempton (AW),8:30,Racing TV Classified Stakes,Flat,0-50,4yo+,,1m3f,11f,2212,Standard To Slow,12,13,7,9,5.25,0.5,Vaxholm (IRE),4,G,123,tp,2:28.16,148.16,67.00,Jordan Williams,Barry Brennan,,48,49,Estidhkaar (IRE),Lovely Dancer (IRE),Yeats,F J Brennan,In rear - headway on outer from over 5f out - soon in touch with leaders - prominent under 3f out - pushed along when up the centre 2f out - soon ridden and no extra(op 50/1 tchd 80/1)
2023-01-04,GB,Kempton (AW),8:30,Racing TV Classified Stakes,Flat,0-50,4yo+,,1m3f,11f,2212,Standard To Slow,12,4,8,12,10.25,5,Scarlet Ruby (GB),6,M,125,p,2:29.16,149.16,81.00,Gina Mangan,John OShea,,42,40,Al Kazeem (GB),Monisha (FR),Sinndar,The Cross Racing Club,Towards rear - hampered after 2f - pushed along from under 3f out - ridden and no impression from 2f out(op 50/1)
2023-01-04,GB,Kempton (AW),8:30,Racing TV Classified Stakes,Flat,0-50,4yo+,,1m3f,11f,2212,Standard To Slow,12,11,9,7,10.75,0.5,Smarden Flyer (IRE),4,G,128,,2:29.26,149.26,6.50,Luke Morris,John Best & Karen Jewell,,46,39,Markaz (IRE),Seminole Sun (IRE),Invincible Spirit,Keith De La Plain,Midfield - hampered after 2f - pushed along and on outer when towards rear under 3f out - ridden and weakened gradually up the centre from over 1f out(op 7/1 tchd 5/1)
2023-01-04,GB,Kempton (AW),8:30,Racing TV Classified Stakes,Flat,0-50,4yo+,,1m3f,11f,2212,Standard To Slow,12,9,10,11,12.25,1.5,Long Time Comin (GB),4,F,125,v,2:29.56,149.56,126.00,Adam Farragher,Michael Attwater,,45,36,Postponed (IRE),Bowstar GB,Oasis Dream,Canisbay Bloodstock,Took keen hold - pressed leaders - led after 1f - pushed along when headed 2f out - soon ridden and weakened(op 80/1)
2023-01-04,GB,Kempton (AW),8:30,Racing TV Classified Stakes,Flat,0-50,4yo+,,1m3f,11f,2212,Standard To Slow,12,7,11,3,13,0.75,Toybox (GB),7,M,123,,2:29.71,149.71,26.00,Olivia Tubb,Jonathan Portman,,49,35,Paco Boy (IRE),Play Street GB,Tobougg,J G B Portman,In rear - shaken up under 2f out - kept on(op 20/1)
2023-01-04,GB,Kempton (AW),8:30,Racing TV Classified Stakes,Flat,0-50,4yo+,,1m3f,11f,2212,Standard To Slow,12,3,12,1,41,28,Oriental Beauty (GB),5,M,130,t,2:35.31,155.31,101.00,Finley Marsh,Adrian Wintle,,49,–,Oasis Dream (GB),Mitre Peak GB,Shamardal,Adrian Wintle Gold Green Crowd Maac,In touch with leaders - hampered and lost position after 2f - pushed along and towards rear from over 2f out - soon beaten - eased over 1f out(op 66/1)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,1,1,4,0,0,Asdaa (IRE),7,G,141,p,1:41.63,101.63,3.00,Jack Mitchell,Charlie Johnston,3140.40,66,79,Dutch Art (GB),Danseuse De Reve (IRE),Invincible Spirit,Owners Group 045,In touch with leaders - headway and pressed leader from 4f out - pushed along from over 2f out - ridden when led inside final furlong - kept on(tchd 9/4)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,5,2,7,2,2,Hopeman Harbour (GB),4,G,131,b,1:42.03,102.03,9.50,Adam Farragher,Philip McBride,1473.60,59,67,Lethal Force (IRE),Falling Angel GB,Kylian,C Massie Pj Mcbride,Prominent - pushed along from 3f out - ridden from over 1f out - kept on and went second towards finish(op 9/1 tchd 11/1)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,9,3,6,2.25,0.2,Haseef (IRE),5,G,125,t,1:42.12,102.12,19.00,Jordan Williams,David Evans,736.20,55,63,Dark Angel (IRE),Silver Shoon (IRE),Fasliyev,Brian Mould Mrs Irene Folkes,Took keen hold - in touch with leaders - going okay when switched left over 2f out - shaken up when prominent 2f out - soon switched right - ridden and kept on from over 1f out - went third towards finish(op 16/1)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,2,4,10,2.5,0.3,Bond Boy (GB),4,G,136,,1:42.13,102.13,3.25,Tom Marquand,Michael Appleby,368.40,61,70,Equiano (FR),Poppy Bond GB,Misu Bond,Mick White,Led - pushed along from over 2f out - ridden when headed inside final furlong - weakened gradually and lost two places towards finish(op 15/8)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,4,5,3,3,0.5,De Vegas Kid (IRE),9,G,134,,1:42.23,102.23,15.00,Luke Morris,Tony Carroll,183.60,59,65,Lope De Vega (IRE),Fravolina (USA),Lemon Drop Kid,The Rebelle Boys,Travelled strongly - towards rear - headway from over 2f out - soon short of room then shaken up - ridden and stayed on inside final furlong - bled from the nose(op 16/1)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,11,6,11,4.25,1.25,Recuerdame (USA),7,G,126,h,1:42.48,102.48,15.00,Hollie Doyle,Simon Dow,,51,54,The Factor (USA),B Rs Girl (USA),Pulpit,Robert Moss,Slowly into stride - in rear - shaken up when still plenty to do from over 2f out - soon some headway - ridden and kept on from over 1f out - nearest finish(op 10/1)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,7,7,9,5.75,1.5,Faithful Spirit (GB),4,F,133,p,1:42.78,102.78,15.00,John Fahy,Clive Cox,,58,57,Cable Bay (IRE),Dont Forget Faith (USA),Victory Gallop,The Beechdown Faithful,Took keen hold - prominent - pushed along from under 2f out - ridden and weakened inside final furlong(tchd 16/1)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,3,8,2,6.5,0.75,Claddaghduff (IRE),5,G,135,,1:42.93,102.93,6.00,Saffie Osborne,Jamie Osborne,,60,58,Estidhkaar (IRE),Attracted To You (IRE),Hurricane Run,David N Reynolds Chris Watkins,Took keen hold - awkward start - in touch with leaders - pushed along on outer from over 2f out - ridden and weakened from over 1f out(op 12/1)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,6,9,8,8,1.5,Dynakite (GB),5,G,133,,1:43.23,103.23,41.00,Clifford Lee,Lee Carter,,58,52,Adaay (IRE),Ahwahnee GB,Compton Place,John Joseph Smith,In rear - shaken up 2f out - never near to challenge
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,8,10,5,12.25,4.25,Abstract (IRE),5,G,126,,1:44.08,104.08,34.00,Jonathan Fisher,Tony Carroll,,56,40,Sea The Stars (IRE),Sense Of Purpose (IRE),Galileo,Khdrp,In rear - on outer throughout - pushed along and no impression from 2f out (jockey said gelding stopped quickly; vet said a post-race examination failed to reveal any abnormalities)(op 28/1)
2023-01-04,GB,Kempton (AW),4:55,Unibet Horserace Betting Operator Of The Year Handicap (Div I),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,11,10,11,1,14.25,2,Six OClock Swill (GB),5,G,129,t,1:44.48,104.48,51.00,William Carson,Mark Pattinson,,54,34,Bobbys Kitten (USA),Golden Bottle (USA),Giants Causeway,G B Partnership,Towards rear - shaken up 3f out - short of room against far rail from over 2f out - ridden and no response from over 1f out - soon dropped to rear(op 66/1)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,4,1,7,0,0,Mabre (IRE),6,G,129,,1:44.49,104.49,4.50,Jordan Williams,David Evans,3140.40,59,70,Make Believe (GB),Slope GB,Acclamation,K Mccabe,Towards rear - shaken up and headway from over 2f out - switched right when prominent 1f out - ridden to lead inside final furlong - kept on well and won going away(op 3/1 tchd 4/1)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,6,2,11,2.5,2.5,John The Baptist (IRE),4,G,133,htb,1:44.99,104.99,7.00,Tom Marquand,Michael Appleby,1473.60,58,63,Caravaggio (USA),Scream Blue Murder (IRE),Oratorio,Nic Brereton,Led - pushed along from over 2f out - ridden when hard pressed over 1f out - headed inside final furlong - soon lost second - rallied towards finish - went second again final stride(tchd 9/2)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,7,3,6,2.5,0.1,Inclement Weather (GB),5,M,132,t,1:45.01,105.01,2.88,Rhys Clutterbuck,Alex Hales,736.20,57,62,Bated Breath (GB),Rapid Recruit (IRE),Fast Company,Golden Equinox Racing,Took keen hold - pressed leader - pushed along from 2f out - soon made strong challenge - ridden when briefly led inside final furlong - soon no extra - lost second final stride(op 9/4)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,5,4,1,3,0.5,Ravenswing (IRE),4,G,134,ht,1:45.09,105.09,17.00,Hollie Doyle,Archie Watson,368.40,59,63,Dark Angel (IRE),Future Generation (IRE),Hurricane Run,The Good Racing Company Ltd,Awkward start - raced freely - in rear - switched left and on outer after 1f - headway after 2f - pressed leader from 6f out - shaken up and hung right 2f out - ridden and kept on inside final furlong (jockey said gelding hung right-handed entering the home straight)(tchd 14/1)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,2,5,9,5.25,2.25,Split Elevens (GB),5,G,135,b,1:45.54,105.54,6.50,Darragh Keenan,John Butler,183.60,60,58,Ajaya (GB),Woodland Scene (IRE),Act One,Dave James,Slowly away and lost many lengths start - in rear - shaken up and headway from over 2f out - hung right and against far rail from 2f out - ridden and stayed on inside final furlong(op 13/2 tchd 15/2)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,3,6,3,5.5,0.2,Starry Eyes (USA),7,M,131,,1:45.63,105.63,8.50,Harry Burns,Brett Johnson,,59,57,Animal Kingdom (USA),Starship Elusive (USA),Elusive Quality,Billy And The Boys,Dwelt start - prominent - pushed along from 2f out - soon outpaced - ridden and no extra inside final furlong(op 6/1)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,10,7,5,8.25,2.75,Headley George (IRE),6,G,126,,1:46.14,106.14,23.00,Paddy Bradley,Simon Dow,,54,46,Due Diligence (USA),Silent Secret (IRE),Dubai Destination,M Convey,Towards rear - switched left and on outer from over 2f out - pushed along and hung right from 2f out - kept on but made no impression (jockey said gelding hung badly right-handed)(op 12/1)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,1,8,10,8.75,0.5,Brilliant Blue (IRE),4,G,137,v,1:46.24,106.24,29.00,Tom Queally,Gary Moore,,62,53,Ribchester (IRE),Sea Of Knowledge (IRE),Sea The Stars,T Jacobs J E Harley,Took keen hold - towards rear on outer from 6f out - pushed along and no impression when up the centre from 2f out(op 33/1)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,11,9,4,10.5,1.75,Forbearing (IRE),5,G,126,,1:46.59,106.59,26.00,Luke Morris,Tony Carroll,,51,37,Kodi Bear (IRE),Mercifilly (FR),Whipper,Keith Cosby Partner,In touch with leaders - pushed along from over 3f out - weakened from 2f out(op 40/1)
2023-01-04,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (Div II),Flat,0-60,4yo+,,1m,8f,1609,Standard To Slow,10,9,10,2,13.5,3,Lightning Attack (GB),7,G,129,,1:47.19,107.19,41.00,William Cox,Tony Newcombe,,54,34,Lethal Force (IRE),Afrodita (IRE),Montjeu,A G Newcombe,Towards rear - shaken up 4f out - ridden over 2f out - weakened from over 1f out(op 50/1)
2023-01-06,GB,Kempton (AW),3:15,Unibet 3 Uniboosts A Day Handicap (London Mile Series Qualifier),Flat,0-85,3yo,,1m,8f,1609,Standard To Slow,4,3,1,1,0,0,Crocodile Roll (GB),3,C,122,,1:44.71,104.71,9.50,David Probert,Robert Eddery,6280.80,64,67,Lethal Force (IRE),Make It Snappy GB,Mujadil,Robert Eddery,Slowly into stride - took keen hold - raced in last - shaken up and headway on outer over 2f out - soon led - ridden over 1f out - kept on well(op 15/2 tchd 7/1)
2023-01-06,GB,Kempton (AW),3:15,Unibet 3 Uniboosts A Day Handicap (London Mile Series Qualifier),Flat,0-85,3yo,,1m,8f,1609,Standard To Slow,4,1,2,2,0.75,0.75,Dagmar Run (IRE),3,C,135,,1:44.86,104.86,1.57,Jamie Spencer,David Simcock,2947.20,77,78,Muhaarar (GB),Zabeel Princess GB,Dubawi,Jos Jane Rodosthenous Partners,Prominent - pushed along from over 2f out - soon outpaced - rallied over 1f out - kept on and pressed leader inside final furlong - ridden and no extra final 110yds(op 4/6 tchd 8/11)
2023-01-06,GB,Kempton (AW),3:15,Unibet 3 Uniboosts A Day Handicap (London Mile Series Qualifier),Flat,0-85,3yo,,1m,8f,1609,Standard To Slow,4,4,3,3,2.75,2,Mother India (IRE),3,F,119,t,1:45.26,105.26,26.00,Kieran ONeill,Alice Haynes,1472.40,61,57,Profitable (IRE),Fuaigh Mor (IRE),Dubai Destination,Dr Vikesh Chhabria,Led - pushed along when headed over 2f out - ridden from over 1f out - no extra inside final furlong(op 22/1 tchd 20/1)
2023-01-06,GB,Kempton (AW),3:15,Unibet 3 Uniboosts A Day Handicap (London Mile Series Qualifier),Flat,0-85,3yo,,1m,8f,1609,Standard To Slow,4,2,4,4,4.25,1.5,Mister X (IRE),3,C,120,t,1:45.56,105.56,3.50,Luke Catton,Stuart Williams,736.80,67,60,Profitable (IRE),Capote West (USA),Capote,Stuart C Williams,Raced in second - pushed along and lost position over 2f out - soon outpaced - ridden and rallied over 1f out - kept on(op 2/1)
2023-01-06,GB,Kempton (AW),2:15,Unibet Support Safe Gambling Novice Stakes,Flat,,4yo+,,1m4f,12f,2413,Standard To Slow,8,5,1,4,0,0,Aztec Empire (IRE),4,C,130,,2:34.43,154.43,1.50,David Probert,Andrew Balding,3780,–,85,Sea The Stars (IRE),Azanara (IRE),Hurricane Run,Isa Salman Al Khalifa,Pressed leader - shaken up when led over 2f out - ridden and went clear from over 1f out - went further clear inside final furlong - eased towards finish - readily(op 8/15)
2023-01-06,GB,Kempton (AW),2:15,Unibet Support Safe Gambling Novice Stakes,Flat,,4yo+,,1m4f,12f,2413,Standard To Slow,8,6,2,7,7,7,Deadlock (IRE),4,G,130,,2:35.83,155.83,11.00,Joey Haynes,David Simcock,1774.50,–,73,El Kabeir (USA),Impasse GB,Dansili,Khalifa Dasmal Partners,Held up in last - shaken up from 4f out - ran green when still plenty to do under 3f out - ridden and kept on well from over 1f out - edged left inside final furlong - went second final 110yds - no match for winner (jockey said gelding ran green in the closing stages)(tchd 11/1)
2023-01-06,GB,Kempton (AW),2:15,Unibet Support Safe Gambling Novice Stakes,Flat,,4yo+,,1m4f,12f,2413,Standard To Slow,8,8,3,3,8.5,1.5,Carzola (IRE),4,F,125,,2:36.13,156.13,7.00,Rossa Ryan,Ralph Beckett,887.60,–,66,Lope De Vega (IRE),Janicellaine (IRE),Beat Hollow,Ballylinch Stud,Led at steady pace - increased tempo from under 4f out - pushed along when headed over 2f out - ridden and weakened from over 1f out - nudged along when lost second final 110yds(op 13/2)
2023-01-06,GB,Kempton (AW),2:15,Unibet Support Safe Gambling Novice Stakes,Flat,,4yo+,,1m4f,12f,2413,Standard To Slow,8,2,4,5,12.25,3.75,Independence (USA),7,G,133,,2:36.88,156.88,23.00,William Carson,Brian Barr,443.80,67,65,More Than Ready (USA),Frivolous Alex (USA),Afleet Alex,Chris Clark Daisy Hitchins,In touch with leaders - pushed along and outpaced from over 3f out - soon towards rear - no chance with winner but rallied and kept on from 2f out(op 20/1)
2023-01-06,GB,Kempton (AW),2:15,Unibet Support Safe Gambling Novice Stakes,Flat,,4yo+,,1m4f,12f,2413,Standard To Slow,8,1,5,2,13.25,1,Aris De Crat (GB),5,G,133,,2:37.08,157.08,151.00,Darragh Keenan,Louise Allan,,–,63,Swiss Spirit (GB),Titled Lady GB,Sir Percy,Miss Louise Allan,Slowly into stride - towards rear - in touch with leaders from over 5f out - shaken up when kept on from 2f out(op 125/1)
2023-01-06,GB,Kempton (AW),2:15,Unibet Support Safe Gambling Novice Stakes,Flat,,4yo+,,1m4f,12f,2413,Standard To Slow,8,7,6,8,14.5,1.25,Vienna Girl (GB),5,M,128,h,2:37.33,157.33,34.00,Trevor Whelan,Kevin Frost,,–,56,Golden Horn (GB),Bint Doyen GB,Doyen,Turner Frost,Towards rear - shaken up and dropped to last under 4f out - soon pushed along and outpaced - no impression from 2f out(op 16/1)
2023-01-06,GB,Kempton (AW),2:15,Unibet Support Safe Gambling Novice Stakes,Flat,,4yo+,,1m4f,12f,2413,Standard To Slow,8,3,7,6,15,0.5,Jack The Savage (GB),6,G,133,,2:37.43,157.43,12.00,Nicola Currie,Laura Horsfall,,–,61,Passing Glance (GB),Catching Zeds GB,Lucky Story,M White J Frampton L Horsfall,Prominent - pushed along when outpaced 3f out - soon lost ground and held
2023-01-06,GB,Kempton (AW),2:15,Unibet Support Safe Gambling Novice Stakes,Flat,,4yo+,,1m4f,12f,2413,Standard To Slow,8,4,8,1,21.5,6.5,Jersey Gift (IRE),5,G,133,,2:38.73,158.73,9.00,Hollie Doyle,Jamie Osborne,,72,50,Nathaniel (IRE),Pharadelle (IRE),Lope De Vega,A Taylor Partner,Sweating - in touch with leaders - prominent from 7f out - pushed along and outpaced from over 3f out - soon lost ground and held(op 7/1)
2023-01-06,GB,Kempton (AW),2:45,Racing TV Maiden Stakes (GBB Race),Flat,,3yo+,,1m,8f,1609,Standard To Slow,9,2,1,9,0,0,First Sight (GB),3,C,122,,1:40.01,100.01,3.00,Jamie Spencer,Charlie Appleby,3780,–,92,Dubawi (IRE),Phiz (GER),Galileo,Godolphin,Raced in second - shaken up when pressed leader from over 1f out - led 1f out - pushed along and ran green inside final furlong - kept on
2023-01-06,GB,Kempton (AW),2:45,Racing TV Maiden Stakes (GBB Race),Flat,,3yo+,,1m,8f,1609,Standard To Slow,9,3,2,3,1.75,1.75,Golden Speech (GB),3,G,122,p,1:40.36,100.36,1.62,David Probert,Charlie Appleby,1774.50,90,87,Dubawi (IRE),Panegyric GB,Monsun,Godolphin,Led - pushed along from 2f out - headed 1f out - soon no extra(op 4/7)
2023-01-06,GB,Kempton (AW),2:45,Racing TV Maiden Stakes (GBB Race),Flat,,3yo+,,1m,8f,1609,Standard To Slow,9,7,3,5,8.75,7,Redcliff Glen (GER),3,G,122,,1:41.76,101.76,19.00,John Fahy,Clive Cox,887.60,–,70,Gleneagles (IRE),Relevant (IRE),So You Think,Clive Cox Racing Ltd,Dwelt start - towards rear - shaken up and headway from over 2f out - ridden and went modest third over 1f out - no match for first two
2023-01-06,GB,Kempton (AW),2:45,Racing TV Maiden Stakes (GBB Race),Flat,,3yo+,,1m,8f,1609,Standard To Slow,9,9,4,8,13.25,4.5,Threebars (IRE),3,F,117,,1:42.66,102.66,19.00,Hollie Doyle,Richard Hannon,443.80,–,54,Cotai Glory (GB),Lady Mega (IRE),Kodiac,Martin Hughes,Took keen hold - prominent - pushed along and outpaced from over 2f out - ridden and weakened over 1f out
2023-01-06,GB,Kempton (AW),2:45,Racing TV Maiden Stakes (GBB Race),Flat,,3yo+,,1m,8f,1609,Standard To Slow,9,4,5,4,13.75,0.5,Im Too Tired (IRE),3,G,122,,1:42.76,102.76,8.50,Trevor Whelan,Harry & Roger Charlton,,–,58,Ribchester (IRE),Ard Na Sidhe (IRE),Fastnet Rock,Paul Clare Rooney,Towards rear - headway and in touch with leaders from 6f out - shaken up from over 2f out - held but kept on from over 1f out
